L-71bbd2	C	Tatsache ueber macOS-TCC-Attribution von CLI-Kindprozessen unter Claude.app.
L-c18c62	B	Bedingung: eine per fullscreenDialog-Route geflachte Overlay-Seite hat keinen expliziten Schliessen-Button/Pop-Weg im Content, per Lint/Review-Scan pruefbar.
L-13f9a5	C	Tatsache ueber AppleScript-Move-Verhalten auf iCloud-Kalendern in Calendar.app.
L-44a838	B	Bedingung: eine Codestelle schreibt LLM-generierten Text in db.conn.execute/create_*_suggestion ohne vorausgehenden redact_pii/ensure_pii_redacted-Aufruf, per Grep/Call-Reihenfolge pruefbar.
L-a3720a	B	Bedingung: ein Pseudonymisierungs-/Schutzmodul hat ausserhalb von Tests null Aufrufer im Produktionspfad (Serialisierungs-Chokepoint), per Grep/Call-Graph pruefbar.
L-464d40	C	Tatsache ueber eine Beschraenkung des Claude-in-Chrome file_upload-Tools.
L-c63e6f	C	Tatsache ueber fehlende Google-Play-API-Abdeckung fuer App-Inhalte-Formulare.
L-e7236d	B	Bedingung: eine user_id-indexierte Speicherstelle (Schreiben oder Lesen) durchlaeuft nicht dieselbe kanonische Normalisierungsfunktion wie die uebrigen, per Grep aller Indexierungsstellen pruefbar.
L-c41320	B	Bedingung: ein PreToolUse-Guard hat keinen Testfall, der einen Subagenten-Call ausdruecklich passieren laesst (Allow-Fall), per Testsuite-Pruefung feststellbar.
L-b584e1	B	Bedingung: applicationId/namespace in build.gradle.kts stimmt nicht mit dem package-Statement/Verzeichnis der MainActivity.kt ueberein, statisch pruefbar.
L-884098	C	Arbeitsweisen-Empfehlung fuer Swift-Builds in Agent-Sessions (xcrun-Praefix), Umgebungsfakt dieser Maschine.
L-3a77da	A	Fundstelle: setfunk/scripts/anti_dummy_gate.py (Pre-Commit-Gate) blockt bereits delay(<Ziffern-Literal>) in Kotlin-Code.
L-5c9fb1	B	Bedingung: TextStyle(fontSize: Zahlenliteral) liegt innerhalb eines const-Teilbaums statt Theme.of(context).textTheme, per AST-Scan pruefbar.
L-2326bd	B	Bedingung: der native Fahrterkennungs-Code (iOS/Android) hat null Aufrufe von startUpdatingLocation()/sendLocationEvent-Aequivalent im gesamten nativen Ordner, per Grep pruefbar.
L-121497	B	Bedingung: ein CI-Gate-Skript regeneriert seine Referenzdatei nur bei Nichtvorhandensein (if !existsSync) statt bei jedem Lauf, per Code-Review des Skripts pruefbar.
L-bce3f4	C	Arbeitsweisen-Empfehlung (vor Nutzung eines unbekannten Widgets dessen Verwendungsstellen pruefen), kein Repo-Zustand.
L-f7ee6a	C	Empfehlung zur Vorgehensweise beim Bau neuer Analyse-Skripte (Regex an echten Beispielen verifizieren), keine wiederkehrende Bedingung.
L-74db23	C	Faktentreue-Audit von Erklaertexten gegen Code erfordert semantisches Verstehen von Text-Behauptungen, kein deterministischer Check.
L-f54650	C	Plattformverhalten von Kalender-Sync (iOS EventKit vs. Android CalendarContract) ist Tatsachenbeschreibung.
L-7b4857	C	Prozessregel (zitierte Fundstelle vor Umsetzung gegen aktuellen Code verifizieren), kein Code-Zustand.
L-d3c6a4	A	Fundstelle: apps/fahrtenbuch_legacy/test/core/security/hash_chain_per_vehicle_test.dart (1500ms-Delay-Test vor verifyTripChain-Assertion) deckt genau diese Zeitstempel-Trunkierungs-Regression ab.
L-ed0379	B	Bedingung: Insert einer neuen Zeile mit einem Feldwert, der noch von einer bestehenden, bald ersetzten Zeile gehalten wird, verletzt einen UNIQUE INDEX auf der Zieltabelle, per Grep auf UNIQUE-INDEX-Definitionen und Insert-Reihenfolge pruefbar; kein spezifischer Test dazu im Repo gefunden.
L-c46550	C	Meta-Beobachtung ueber Agenten-Orchestrierung (SendMessage statt Neu-Spawn), kein Code-Zustand.
L-f019e7	C	Framework-Tatsache ueber Flutters ListTile.trailing-Hoehen-Constraint, unabhaengig von isThreeLine.
L-07c9d9	C	Tatsache ueber die Struktur des Apple-Developer-Portals fuer ein bestimmtes Entitlement.
L-9b3012b6	C	Tatsache ueber jsdom-Verhalten (window.innerWidth beeinflusst @media-Aufloesung nicht).
L-54ad4d	B	Bedingung: git diff auf ios/Runner.xcodeproj/project.pbxproj nach einem flutter_launcher_icons-Lauf zeigt Aenderungen ausserhalb der AppIcon-Referenzen, per Diff-Review pruefbar.
L-8c633e	C	Beurteilung, ob ein per Kommentar referenzierter Fix auf eine Schwesterdatei uebertragen werden muss, erfordert semantisches Verstehen des Verweises.
L-4ad804	B	Bedingung: eine Schutz-/Sicherheitsfunktion hat repoweit (fleet-uebergreifend) null Aufrufer ausserhalb von test/, per Grep/Call-Graph je App pruefbar.
L-354ee6	B	Bedingung: eine auf der Publikumsseite zitierte Kernaussage stammt aus einer Quelldatei, die den Satz als UNBELEGT/Rang>=5 markiert, ohne dass die Publikumsseite den Vorbehalt wiedergibt; vom Text selbst als noch nicht umgesetztes Gate vorgeschlagen.
L-184ffc	B	Bedingung: eine Selektorregel im scoped style-Block einer Astro-Layout-Komponente matcht ausschliesslich Elemente aus Slot-Inhalt der Kindseiten, nie das eigene Template, per Build+DOM-Abgleich pruefbar.
L-606b63	C	Architekturentscheidung Generation-Token vs bool-Gate ist Werturteil, keine bindbare Bedingung.
L-97d0f3	C	Veralteter-Kommentar-Erkennung braucht Sprachverstaendnis, kein deterministischer Check.
L-2a4cc5	A	hub/scripts/agent_reuse_guard_hook.py und cascade_guard_hook.py pruefen Marker-Dateien und blocken Spawns ohne korrekten Override.
L-eb9934	B	Bedingung: ListTile/InkWell-Widget mit DecoratedBox/AnimatedContainer statt Material als naechstem Vorfahren, per AST-Grep pruefbar.
L-008f22	C	Meta-Lehre ueber Reachability-Fixes, die Folgefehler aufdecken, ist Urteil ueber Vorgehen.
L-c96e51	C	Bewertung "kumulative Interaktion mehrerer Agenten-Diffs" erfordert Interpretation der Fehlermeldung.
L-7c76df	B	Bedingung: Zieldateien zweier parallel gestarteter Agentenauftraege ueberschneiden sich (Set-Vergleich der genannten Pfade).
L-6a3a03	C	Pruefung ob ADR-Beschluss auf echtem Fundament steht ist inhaltliches Urteil ueber die Codebasis.
L-c4ae33	B	Bedingung: vor Datei-Loeschung liefert `grep -rn "<pfad>"` ueber gesamtes Repo inkl. test/ Treffer.
L-a50ceb	C	Welche Uebertragungswege ein Auth-Gate kennen muss ist fachliche Analyse, kein bindbarer Test.
L-d2c228	C	Verhalten von Chromiums CDP-Druckrendering ist externe Tatsache, kein pruefbarer Codezustand.
L-f55167	B	Bedingung: `git commit` ohne explizite Pfadliste in geteiltem Working Tree, per Pre-Commit-Hook erkennbar.
L-123662	B	Bedingung: `devicectl install` zielt auf anderen Pfad als juengsten `build/ios/iphoneos/Runner.app`-Zeitstempel.
L-68b9bb	B	Bedingung: `Map<EnumName,...>`-Literal deckt nicht alle `EnumName.values` ab, per Skript ueber .values-Iteration pruefbar.
L-a82bc8	B	Bedingung: String-zu-Enum-Parser hat default/else-Zweig der einen Wert statt throw liefert, per Musterscan auffindbar.
L-d8c5fb	C	Ob eine Abkuerzungsaufloesung fachlich korrekt ist, ist inhaltliches Urteil gegen Primaerquelle.
L-c33fbb	C	Vollstaendigkeit einer Korrektur ueber alle Publikationskanaele erfordert inhaltliche Bewertung, keine feste Bedingung.
L-919d52	B	Bedingung: gepushter Blob ueberschreitet 100 MB, per Pre-Push-Hook mit `git cat-file --batch-check` pruefbar.
L-b64493	A	test/features/onboarding/onboarding_screen_test.dart:55 prueft den geforderten Substring im Quelltext.
L-c416fb	C	Ob ein Screen einen endlosen Spinner zeigt und pumpAndSettle statt pump braucht, ist Einzelfall-Urteil.
L-2afb64	C	Empfehlung Debug-Control-API vor UI-Automatisierung ist Architekturrichtlinie ohne bindbare Bedingung.
L-595196	C	Ob ein Screen mehrere verschachtelte Scrollables hat und expliziten scrollable-Finder braucht, ist fallweises Urteil.
L-c77fc0	C	Welche Provider Plattform-Channels aufrufen und pump() statt pumpAndSettle() brauchen, ist Einzelfallpruefung.
L-3eb7fe	C	Korrektheit der do/catch-Aufteilung im Retry-Loop ist Code-Review-Urteil, kein feste Bedingung.
L-f141cb	C	Divergenz-Ueberwachung ueber 13 Repo-Klone ohne kanonischen Ort ist unbebaubar ohne vorherige Architekturentscheidung.
L-aacc29	C	Boot-Reihenfolge-Race zwischen eager Trigger und Listener ist Architekturanalyse, kein bindbarer Test.
L-4916d0	C	Meta-Regel "Handoff-Behauptungen vor Primärquelle pruefen" ist reines Verhaltensurteil.
L-05e18b	B	Bedingung: `void dispose()`/`deactivate()`/`close()` startet Future-Aufruf ohne await/unawaited-catchError, per Musterscan erkennbar.
L-5431a3	A	test/architecture/ios_plugin_registrant_allowlist_test.dart vergleicht Allowlist gegen GeneratedPluginRegistrant und faellt bei fehlenden Plugins.
L-7a84c4	C	Fehlanalyse aus Subagentenbericht ist Urteil ueber Beweisfuehrung, kein bindbare Bedingung.
L-5ad380	C	Vollstaendigkeit eines Ressourcen-Guards ueber alle Praesentationsstellen erfordert fachliche Codebase-Analyse.
L-e9d409	C	Belegqualitaet von Fachaussagen ist inhaltliches Urteil, keine deterministische Pruefung.
L-c7320e	B	Bedingung: delete/cleanup-Methode hat null Aufrufer im Repo, per Grep-Skript zaehlbar (bestehendes wiring_check.py deckt dies nicht zuverlaessig ab, siehe L-7ea6c7).
L-260f08	C	Verhalten von sqlite/Drift bei NaN-Bindung ist externe Tatsache ueber eine Bibliothek.
L-33a1b6	C	Delegationsentscheidung nach Eingabevolumen ist Abwaegung, keine feste Bedingung.
L-22bc02	B	Bedingung: Bereichs-Guard auf double besteht nur aus Vergleichsoperatoren ohne vorangestelltes isFinite-Check, per Musterscan pruefbar.
L-8527ca	C	Ob eine SnackBar einen eigenen Footer verdeckt, haengt vom konkreten Scaffold-Nesting ab und ist Einzelfallpruefung.
L-c02334	C	Ob ein fruehes Return eine Persistenz-Zeile ueberspringt, erfordert Kontrollfluss-Verstaendnis je Methode.
L-ab05b4	C	Ob ein Once-Latch vor oder nach Guard-Returns in einem async Callback gesetzt wird, erfordert fallweise Codelektuere.
L-a9e7fa	A	hub/scripts/agent_reuse_guard_hook.py blockt Spawns bei Datei-Konflikten und ist die bereits laufende Pruefung, deren Fehlverhalten hier behoben wurde.
L-b034c4	C	Ob ein Negativ-Test wirklich etwas verhindert oder nur nie ausgeloest wurde, ist inhaltliches Urteil ueber die Testabsicht.
L-f9eef6	C	Konstruktion realistischer Alt-Format-Binaerdaten fuer Migrationstests ist Testdesign-Entscheidung.
L-cfd1b6	C	Trennung von "nichts gespeichert" und "Wert nicht auflösbar" in Fallback-Logik ist Designentscheidung je Notifier.
L-54cbd8	C	Diagnose von testWidgets-Haengern durch echtes I/O in Fake-Async-Zone erfordert fallweise Analyse.
L-1b162b	C	Fehlende Spezifikation eines Join-Felds in einem ADR ist Dokumentationsluecke, kein pruefbarer Codezustand.
L-5b136d	C	Interaktion von TestWidgetsFlutterBinding mit echtem HttpClient ist Testframework-Wissen, kein bindbare Bedingung je Fall.
L-f0d97d	A	hub/scripts/knowledge_recall_hook.py besitzt --selftest mit MIN_HITS=3-Regressionsfaellen, die bei Regression fehlschlagen.
L-84de44	C	Physikalische Plausibilitaet einer Luftwechselraten-Konstante ist Fachurteil gegen Literatur.
L-708f45	C	Erkennung, welches von zwei parallelen Konzepten der tatsaechlich genutzte Pfad ist, erfordert Codebase-Verstaendnis.
L-13cf26	B	Bedingung: Hive-Typ-Klasse wird nirgends per `<Typ>(` in lib/features/ konstruiert, per Grep-Skript pruefbar (im Text selbst als Skript vorgeschlagen).
L-b8b311	C	Ob Seed-Zeitstempel und Produktionslogik dieselbe Zeitzonen-Repraesentation nutzen, ist fallweise Testdesign-Pruefung.
L-897246	C	Welche Felder eines Edit-Flows Null-Reset brauchen statt copyWith, ist UI-fachliche Entscheidung.
L-ebbd22	C	Fachliche Korrektheit von Normwerten (WTA/DIN) im Lexikontext ist inhaltliches Urteil gegen Primaerquellen.
L-7ea6c7	C	Bewertung der strukturellen Vollstaendigkeit eines Erreichbarkeits-Pruefers ist Werkzeug-Design-Urteil.
L-be2267	C	Statistische Durchrechnung eines Ausschlussfilters gegen Nutzsignalverteilung ist fachliche Analyse.
L-3d72a5	C	Kosten-Nutzen-Abwaegung zur Subagenten-Wiederverwendung ist Heuristik, keine feste Bedingung.
L-dff4c3	B	Bedingung: idevicesyslog- oder qemu-system-Prozess laeuft mit stark wachsendem RSS ueber laengere Zeit, per ps-Skript/Cron pruefbar.
L-940f41	A	hub/scripts/agent_reuse_guard_hook.py mit zeilenweiser Ausschlusserkennung und 120s-Claim-Verfall ist die bereits gehaertete laufende Pruefung.
L-08aa06	C	Ob eine Abbruchbedingung eines Exports alle Quellen beruecksichtigt, ist Designfrage je Feature.
L-87939e	C	Ob ein neuer Parameter mit stillem Default eine Pruefung lautlos deaktiviert, erfordert Verstehen der Kernfunktion.
L-bac968	A	hub/begod/scripts/pdf_to_knowledge.py besitzt --selftest fuer die Wortdichte-Heuristik mit kalibrierten Grenzfaellen.
L-aecfae	B	Bedingung: `Provider.family<...>(...)` wird innerhalb einer build()-Methode statt auf Modulebene deklariert, per Grep+Kontextpruefung feststellbar.
L-47e586	C	Fehlgeleitete Ursachenzuschreibung zu TestFlight-Upload-Fehlschlag ist Diagnoseurteil, spaeter selbst korrigiert.
L-a7043b	C	Korrektur der Diagnose aus L-47e586 ist ebenfalls Interpretationsurteil ueber App-Store-Connect-Verhalten.
L-90e507	C	Pruefreihenfolge Schutzfaehigkeit vor Verletzung ist juristisches Urteil, keine deterministische Pruefung.
L-b22836	C	Unterscheidung Connectivity-Flag vs. Live-Signal-Nachweis ist fachliche Codeanalyse je Trigger.
L-45b2f1	C	Ob ein Reminder vor dem Feuern einen Datencheck braucht, ist fachliche Designentscheidung je Trigger.
L-8e768f	C	Ob ein Aufrufer einer Guard-Funktion tatsaechlich eine Wahl-UI zeigt, erfordert Pruefung des jeweiligen Call-Site-Verhaltens.
L-f281aa	C	Bidirektionale Synchronisation zweier gekoppelter Zustandsautomaten ist Architekturanalyse je Fall.
L-dd8754	B	Bedingung: fuer sortierbares Feld liefert `grep "ModelName("` Konstruktionsstellen ohne expliziten sortOrder-Wert bzw. Repository.getAll() sortiert nicht, per Skript pruefbar.
L-539217	C	Ob ein TabBarView-Tab mit TextField einen unfocus()-Listener braucht, ist fallweise UI-Analyse.
L-6fa963	C	Auswahl der richtigen Notification-Infrastruktur als Wiederverwendungsbasis ist Architektururteil.
L-a922eb	B	Bedingung: berichtete Build-Nummer stammt aus pubspec.yaml statt aus der gebauten IPA/CFBundleVersion, per Skript-Vergleich pruefbar.
L-9998e9	C	Divergenz zweier Distanz-Akkumulatoren mit unterschiedlicher Filterstrenge ist ungeloeste fachliche Analyse.
L-cf6e46	A	test/core/utils/map_bounds_test.dart prueft safeCameraBounds() gegen nullgrosse LatLngBounds.
L-afa2f8	C	Reihenfolge von flutter clean vor Release-Build ist Verfahrenswissen, keine bindbare Fehlerbedingung im Code.
L-a1dff5	C	Einordnung eines Android-Lint-Fehlers als False-Positive einer Fremdbibliothek ist fallweises Urteil.
L-4e4d72	C	Testfehler durch kollidierende Routen-Literale statt Produktionskonstanten ist fallweise Testharness-Diagnose.
L-76daa6	B	Bedingung: `flutter test`-Lauf liefert Exit-Code 0 trotz "Some tests failed" im Output, per Wrapper-Skript grep-bar erzwingbar.
L-720a22	C	Ursachenermittlung eines Datenverlusts durch fremden git reset im geteilten Worktree ist Einzelfall-Forensik.
L-98c3c8	C	Trennung von Transformationspfad und Byte-Identitaetspruefung am Archiv-Schreibpunkt ist Architekturentscheidung.
L-bce00d	C	Verhalten von `git worktree prune` bei uebernommenem Fremd-Repo ist externe Tatsache ueber Git.
L-67cc9f	C	Diagnose eines Signatur-Fehlers durch gecachtes Framework ist fallweise Build-Forensik.
L-30eb89	B	Bedingung: gemergtes AndroidManifest enthaelt gleichzeitig android.hardware.type.automotive und com.google.android.gms.car.application, per Grep im manifest-merger-blame-report pruefbar.
L-692936	C	Abwaegung zwischen pub upgrade und Gradle-Versionserzwingung ist Entscheidungsurteil je Situation.
L-d8cfc8	B	Bedingung: Testlauf verwendet System-python3 statt .venv/bin/python, per CI-Check auf sys.executable-Pfad pruefbar.
L-b9d1f3	C	Meta-Lehre "Fehlerausgabe lesen statt Quelltext raten" ist Verhaltensregel ohne bindbare Codebedingung.
L-95e9ab	B	Bedingung: `.first`/`.last`/`[0]`/`.single`-Zugriff auf eine Sammlung existiert im Repo, per Grep vor zentraler Sortierungsaenderung feststellbar.
L-b3de6f	C	Vollstaendigkeit eines Snapshot-Mechanismus fuer unveraenderliche Dokumente ist Architekturanalyse je Datenmodell.
L-ccc3ee	B	Bedingung: Anzeige-Code leitet Label aus Ablagepfad (`.name`/`.stem`) statt aus separat gespeichertem Anzeigenamen ab, per Grep vor Schema-Aenderung pruefbar.
L-c610ed	B	Bedingung: jeder context.push(pfad)-Aufruf, dessen Zielpfad als GoRoute unterhalb einer StatefulShellRoute liegt, waere per Router-Konfig-Abgleich automatisch erkennbar, existiert aber nicht.
L-57e059	C	Konkrete Einzelfall-Loesung eines bedingten Wizard-Schritts, keine generelle pruefbare Bedingung.
L-bb2376	C	Urteil, ob eine Sicherheits-/Pflichtfeld-Haertung neuer ist als ein Test, ist kein deterministischer Check.
L-7af2f3	B	Bedingung waere baubar: jede test/-Datei mit direkter RoomsNotifier(...)-Instanziierung muss alle required-Parameter des aktuellen Konstruktors setzen, kein eigener Repo-Mechanismus mit Fundstelle dafuer gefunden.
L-784d8d	C	Ueberholt durch L-586001, urspruengliche Anordnungsentscheidung war situativ/Werturteil, keine feste Bedingung.
L-e9aa47	A	test/privacy/health_fields_stay_local_test.dart (wohlair) scannt lib/core/services/*.dart per Text-Scan auf die vier Gesundheitsfeld-Namen -- Datei im Repo bestaetigt.
L-586001	C	Meta-Lehre ueber das Schreiben von Lehren (Randbedingung mitschreiben), keine pruefbare Codebedingung.
L-ad0dda	C	Werturteil ueber Nutzen von kopiertem Bestand, nicht deterministisch pruefbar.
L-bb9972	C	Architekturentscheidung nach Codeverifikation, Werturteil ueber die einfachere Loesung.
L-b2198d	C	Arbeitsweisen-Empfehlung (erst Code tracen vor Neubau), keine feste pruefbare Bedingung.
L-919a81	B	Bedingung waere baubar: jeder *_prompt_listener.dart mit Navigator.push muss blockingPromptActiveProvider vor dem Push abfragen/setzen, kein repo-weiter automatischer Scan dafuer gefunden.
L-e242aa	C	Architektur-/Ursachenanalyse einer Race-Condition, Symptom-Ebene-Fix als Werturteil.
L-ab509d	A	test/features/auto_drive/auto_drive_coordinator_timeline_test.dart (fahrtenbuch_legacy) enthaelt laut Lehre den Race-Test mit debugStartLocationStreamOverride-Gate und countZombieTrips()==0-Pruefung -- Datei im Repo bestaetigt.
L-2fea20	C	Tatsachenwissen ueber Fastlane/CocoaPods/Locale-Verhalten (fremde Software), immer C.
L-a57d4b	C	UI-Textentscheidung fuer einen konkreten isStart-Fall mit Einzeltest, keine generische pruefbare Bedingung fuer alle Richtungs-Flags.
L-f158c5	C	Formatierungsempfehlung fuer Zeitanzeigen, "keine nackte HH:MM-Notation" ist kein sauber ohne Sprachurteil pruefbares Muster.
L-b46779	C	Tatsache ueber CarPlay-Head-Unit-Verhalten (fremde Hardware/Software), immer C.
